fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,Id
6.8,0.65,0.02,2.1,0.078,8,15,0.99498,3.35,0.62,10.4,2,1212
10.2,0.33,0.46,1.9,0.081,6,9,0.99628,3.1,0.48,10.4,2,1214
7.9,0.57,0.31,2,0.079,10,79,0.99677,3.29,0.69,9.5,2,1216
9,0.39,0.4,1.3,0.044,25,50,0.99478,3.2,0.83,10.9,2,1219
10.9,0.32,0.52,1.8,0.132,17,44,0.99734,3.28,0.77,11.5,2,1220
10.9,0.32,0.52,1.8,0.132,17,44,0.99734,3.28,0.77,11.5,2,1221
12.6,0.39,0.49,2.5,0.08,8,20,0.9992,3.07,0.82,10.3,2,1224
9.2,0.46,0.23,2.6,0.091,18,77,0.99922,3.15,0.51,9.4,1,1225
7.5,0.58,0.03,4.1,0.08,27,46,0.99592,3.02,0.47,9.2,1,1226
9,0.58,0.25,2,0.104,8,21,0.99769,3.27,0.72,9.6,1,1227
5.1,0.42,0,1.8,0.044,18,88,0.99157,3.68,0.73,13.6,3,1228
7.6,0.43,0.29,2.1,0.075,19,66,0.99718,3.4,0.64,9.5,1,1229
7.7,0.18,0.34,2.7,0.066,15,58,0.9947,3.37,0.78,11.8,2,1230
7.8,0.815,0.01,2.6,0.074,48,90,0.99621,3.38,0.62,10.8,1,1231
7.6,0.43,0.29,2.1,0.075,19,66,0.99718,3.4,0.64,9.5,1,1232
7.1,0.75,0.01,2.2,0.059,11,18,0.99242,3.39,0.4,12.8,2,1234
7.8,0.55,0,1.7,0.07,7,17,0.99659,3.26,0.64,9.4,2,1236
7.1,0.75,0.01,2.2,0.059,11,18,0.99242,3.39,0.4,12.8,2,1237
8.1,0.73,0,2.5,0.081,12,24,0.99798,3.38,0.46,9.6,0,1238
6.5,0.67,0,4.3,0.057,11,20,0.99488,3.45,0.56,11.8,0,1239
7.5,0.61,0.2,1.7,0.076,36,60,0.99494,3.1,0.4,9.3,1,1240
8.3,0.56,0.22,2.4,0.082,10,86,0.9983,3.37,0.62,9.5,1,1243
7.4,0.55,0.19,1.8,0.082,15,34,0.99655,3.49,0.68,10.5,1,1245
7.4,0.74,0.07,1.7,0.086,15,48,0.99502,3.12,0.48,10,1,1246
7.1,0.6,0.01,2.3,0.079,24,37,0.99514,3.4,0.61,10.9,2,1250
7.5,0.58,0.14,2.2,0.077,27,60,0.9963,3.28,0.59,9.8,1,1251
7.1,0.72,0,1.8,0.123,6,14,0.99627,3.45,0.58,9.8,1,1252
7.9,0.66,0,1.4,0.096,6,13,0.99569,3.43,0.58,9.5,1,1253
7.8,0.7,0.06,1.9,0.079,20,35,0.99628,3.4,0.69,10.9,1,1254
7.5,0.59,0.22,1.8,0.082,43,60,0.99499,3.1,0.42,9.2,1,1256
7,0.58,0.28,4.8,0.085,12,69,0.99633,3.32,0.7,11,2,1257
6.8,0.64,0,2.7,0.123,15,33,0.99538,3.44,0.63,11.3,2,1258
8.6,0.635,0.68,1.8,0.403,19,56,0.99632,3.02,1.15,9.3,1,1260
6.3,1.02,0,2,0.083,17,24,0.99437,3.59,0.55,11.2,0,1261
9.8,0.45,0.38,2.5,0.081,34,66,0.99726,3.15,0.58,9.8,1,1262
8.5,0.37,0.32,1.8,0.066,26,51,0.99456,3.38,0.72,11.8,2,1264
7.2,0.57,0.05,2.3,0.081,16,36,0.99564,3.38,0.6,10.3,2,1265
7.2,0.57,0.05,2.3,0.081,16,36,0.99564,3.38,0.6,10.3,2,1266
10.4,0.43,0.5,2.3,0.068,13,19,0.996,3.1,0.87,11.4,2,1267
6.9,0.41,0.31,2,0.079,21,51,0.99668,3.47,0.55,9.5,2,1268
5,0.38,0.01,1.6,0.048,26,60,0.99084,3.7,0.75,14,2,1270
7.3,0.44,0.2,1.6,0.049,24,64,0.9935,3.38,0.57,11.7,2,1271
5.9,0.46,0,1.9,0.077,25,44,0.99385,3.5,0.53,11.2,1,1272
7.5,0.58,0.2,2,0.073,34,44,0.99494,3.1,0.43,9.3,1,1273
7.8,0.58,0.13,2.1,0.102,17,36,0.9944,3.24,0.53,11.2,2,1274
8,0.715,0.22,2.3,0.075,13,81,0.99688,3.24,0.54,9.5,2,1275
8.5,0.4,0.4,6.3,0.05,3,10,0.99566,3.28,0.56,12,0,1276
7,0.69,0,1.9,0.114,3,10,0.99636,3.35,0.6,9.7,2,1277
8,0.715,0.22,2.3,0.075,13,81,0.99688,3.24,0.54,9.5,2,1278
9.8,0.3,0.39,1.7,0.062,3,9,0.9948,3.14,0.57,11.5,3,1279
7.1,0.46,0.2,1.9,0.077,28,54,0.9956,3.37,0.64,10.4,2,1280
7.1,0.46,0.2,1.9,0.077,28,54,0.9956,3.37,0.64,10.4,2,1281
7.9,0.765,0,2,0.084,9,22,0.99619,3.33,0.68,10.9,2,1282
8.7,0.63,0.28,2.7,0.096,17,69,0.99734,3.26,0.63,10.2,2,1283
7,0.42,0.19,2.3,0.071,18,36,0.99476,3.39,0.56,10.9,1,1284
11.3,0.37,0.5,1.8,0.09,20,47,0.99734,3.15,0.57,10.5,1,1285
7,0.6,0.3,4.5,0.068,20,110,0.99914,3.3,1.17,10.2,1,1288
7,0.6,0.3,4.5,0.068,20,110,0.99914,3.3,1.17,10.2,1,1289
7.6,0.74,0,1.9,0.1,6,12,0.99521,3.36,0.59,11,1,1290
8.2,0.635,0.1,2.1,0.073,25,60,0.99638,3.29,0.75,10.9,2,1291
5.9,0.395,0.13,2.4,0.056,14,28,0.99362,3.62,0.67,12.4,2,1292
6.6,0.63,0,4.3,0.093,51,77.5,0.99558,3.2,0.45,9.5,1,1296
7.2,0.53,0.14,2.1,0.064,15,29,0.99323,3.35,0.61,12.1,2,1297
5.7,0.6,0,1.4,0.063,11,18,0.99191,3.45,0.56,12.2,2,1298
5.2,0.645,0,2.15,0.08,15,28,0.99444,3.78,0.61,12.5,2,1300
6.7,0.86,0.07,2,0.1,20,57,0.99598,3.6,0.74,11.7,2,1301
9.1,0.37,0.32,2.1,0.064,4,15,0.99576,3.3,0.8,11.2,2,1302
7.6,0.79,0.21,2.3,0.087,21,68,0.9955,3.12,0.44,9.2,1,1304
7.5,0.61,0.26,1.9,0.073,24,88,0.99612,3.3,0.53,9.8,1,1305
9.7,0.69,0.32,2.5,0.088,22,91,0.9979,3.29,0.62,10.1,1,1306
7,0.62,0.1,1.4,0.071,27,63,0.996,3.28,0.61,9.2,1,1309
6.5,0.51,0.15,3,0.064,12,27,0.9929,3.33,0.59,12.8,2,1311
8,1.18,0.21,1.9,0.083,14,41,0.99532,3.34,0.47,10.5,1,1312
7.5,0.63,0.27,2,0.083,17,91,0.99616,3.26,0.58,9.8,2,1315
5.4,0.74,0,1.2,0.041,16,46,0.99258,4.01,0.59,12.5,2,1316
9.1,0.76,0.68,1.7,0.414,18,64,0.99652,2.9,1.33,9.1,2,1319
5,0.74,0,1.2,0.041,16,46,0.99258,4.01,0.59,12.5,2,1321
9.1,0.34,0.42,1.8,0.058,9,18,0.99392,3.18,0.55,11.4,1,1322
6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,2,1324
6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,2,1325
6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,2,1326
6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,2,1327
6.5,0.52,0.11,1.8,0.073,13,38,0.9955,3.34,0.52,9.3,1,1328
7.4,0.6,0.26,2.1,0.083,17,91,0.99616,3.29,0.56,9.8,2,1329
7.4,0.6,0.26,2.1,0.083,17,91,0.99616,3.29,0.56,9.8,2,1330
7.8,0.87,0.26,3.8,0.107,31,67,0.99668,3.26,0.46,9.2,1,1331
8.4,0.39,0.1,1.7,0.075,6,25,0.99581,3.09,0.43,9.7,2,1332
9.1,0.775,0.22,2.2,0.079,12,48,0.9976,3.18,0.51,9.6,1,1333
7.2,0.835,0,2,0.166,4,11,0.99608,3.39,0.52,10,1,1334
6.6,0.58,0.02,2.4,0.069,19,40,0.99387,3.38,0.66,12.6,2,1335
6,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5,1,1336
6,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5,1,1337
6,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5,1,1338
7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,2,1339
7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,2,1340
7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,2,1341
7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,2,1343
11.5,0.42,0.48,2.6,0.077,8,20,0.99852,3.09,0.53,11,1,1344
8.2,0.44,0.24,2.3,0.063,10,28,0.99613,3.25,0.53,10.2,2,1345
6.1,0.59,0.01,2.1,0.056,5,13,0.99472,3.52,0.56,11.4,1,1346
7.2,0.655,0.03,1.8,0.078,7,12,0.99587,3.34,0.39,9.5,1,1347
7.2,0.62,0.01,2.3,0.065,8,46,0.99332,3.32,0.51,11.8,2,1351
7.6,0.645,0.03,1.9,0.086,14,57,0.9969,3.37,0.46,10.3,1,1353
6.1,0.32,0.25,1.8,0.086,5,32,0.99464,3.36,0.44,10.1,1,1355
6.1,0.34,0.25,1.8,0.084,4,28,0.99464,3.36,0.44,10.1,1,1356
7.3,0.43,0.24,2.5,0.078,27,67,0.99648,3.6,0.59,11.1,2,1357
7.4,0.64,0.17,5.4,0.168,52,98,0.99736,3.28,0.5,9.5,1,1358
11.6,0.475,0.4,1.4,0.091,6,28,0.99704,3.07,0.65,10.0333333333333,2,1359
8.3,0.85,0.14,2.5,0.093,13,54,0.99724,3.36,0.54,10.1,1,1361
11.6,0.475,0.4,1.4,0.091,6,28,0.99704,3.07,0.65,10.0333333333333,2,1362
7.2,0.605,0.02,1.9,0.096,10,31,0.995,3.46,0.53,11.8,2,1364
7.3,0.74,0.08,1.7,0.094,10,45,0.99576,3.24,0.5,9.8,1,1366
6.9,0.54,0.3,2.2,0.088,9,105,0.99725,3.25,1.18,10.5,2,1367
8,0.77,0.32,2.1,0.079,16,74,0.99656,3.27,0.5,9.8,2,1368
8.7,0.78,0.51,1.7,0.415,12,66,0.99623,3,1.17,9.2,1,1370
7.5,0.58,0.56,3.1,0.153,5,14,0.99476,3.21,1.03,11.6,2,1371
8.7,0.78,0.51,1.7,0.415,12,66,0.99623,3,1.17,9.2,1,1372
8.2,0.885,0.2,1.4,0.086,7,31,0.9946,3.11,0.46,10,1,1376
7.2,0.45,0.15,2,0.078,10,28,0.99609,3.29,0.51,9.9,2,1378
7.5,0.57,0.02,2.6,0.077,11,35,0.99557,3.36,0.62,10.8,2,1379
7.5,0.57,0.02,2.6,0.077,11,35,0.99557,3.36,0.62,10.8,2,1380
8,0.6,0.22,2.1,0.08,25,105,0.99613,3.3,0.49,9.9,1,1382
8,0.6,0.22,2.1,0.08,25,105,0.99613,3.3,0.49,9.9,1,1383
7.1,0.755,0.15,1.8,0.107,20,84,0.99593,3.19,0.5,9.5,1,1384
8,0.81,0.25,3.4,0.076,34,85,0.99668,3.19,0.42,9.2,1,1385
7.4,0.64,0.07,1.8,0.1,8,23,0.9961,3.3,0.58,9.6,1,1386
6.6,0.64,0.31,6.1,0.083,7,49,0.99718,3.35,0.68,10.3,1,1388
6,0.49,0,2.3,0.068,15,33,0.99292,3.58,0.59,12.5,2,1390
8,0.64,0.22,2.4,0.094,5,33,0.99612,3.37,0.58,11,1,1391
7.1,0.62,0.06,1.3,0.07,5,12,0.9942,3.17,0.48,9.8,1,1392
8,0.52,0.25,2,0.078,19,59,0.99612,3.3,0.48,10.2,1,1393
8.6,0.685,0.1,1.6,0.092,3,12,0.99745,3.31,0.65,9.55,2,1395
8.7,0.675,0.1,1.6,0.09,4,11,0.99745,3.31,0.65,9.55,1,1396
7.3,0.59,0.26,2,0.08,17,104,0.99584,3.28,0.52,9.9,1,1397
7.2,0.67,0,2.2,0.068,10,24,0.9956,3.42,0.72,11.1,2,1399
7.9,0.69,0.21,2.1,0.08,33,141,0.9962,3.25,0.51,9.9,1,1400
7.6,0.3,0.42,2,0.052,6,24,0.9963,3.44,0.82,11.9,2,1402
7.2,0.33,0.33,1.7,0.061,3,13,0.996,3.23,1.1,10,4,1403
8,0.5,0.39,2.6,0.082,12,46,0.9985,3.43,0.62,10.7,2,1404
8.2,0.24,0.34,5.1,0.062,8,22,0.9974,3.22,0.94,10.9,2,1406
6,0.51,0,2.1,0.064,40,54,0.995,3.54,0.93,10.7,2,1407
8.1,0.29,0.36,2.2,0.048,35,53,0.995,3.27,1.01,12.4,3,1408
6,0.51,0,2.1,0.064,40,54,0.995,3.54,0.93,10.7,2,1409
6.6,0.96,0,1.8,0.082,5,16,0.9936,3.5,0.44,11.9,2,1410
6.4,0.47,0.4,2.4,0.071,8,19,0.9963,3.56,0.73,10.6,2,1411
8.2,0.24,0.34,5.1,0.062,8,22,0.9974,3.22,0.94,10.9,2,1412
9.9,0.57,0.25,2,0.104,12,89,0.9963,3.04,0.9,10.1,1,1413
10,0.32,0.59,2.2,0.077,3,15,0.9994,3.2,0.78,9.6,1,1414
6.2,0.58,0,1.6,0.065,8,18,0.9966,3.56,0.84,9.4,1,1415
10,0.32,0.59,2.2,0.077,3,15,0.9994,3.2,0.78,9.6,1,1416
7.3,0.34,0.33,2.5,0.064,21,37,0.9952,3.35,0.77,12.1,3,1417
7.8,0.53,0.01,1.6,0.077,3,19,0.995,3.16,0.46,9.8,1,1418
7.7,0.64,0.21,2.2,0.077,32,133,0.9956,3.27,0.45,9.9,1,1419
7.8,0.53,0.01,1.6,0.077,3,19,0.995,3.16,0.46,9.8,1,1420
7.5,0.4,0.18,1.6,0.079,24,58,0.9965,3.34,0.58,9.4,1,1421
7,0.54,0,2.1,0.079,39,55,0.9956,3.39,0.84,11.4,2,1422
6.4,0.53,0.09,3.9,0.123,14,31,0.9968,3.5,0.67,11,0,1423
7.6,0.41,0.33,2.5,0.078,6,23,0.9957,3.3,0.58,11.2,1,1427
7.8,0.64,0,1.9,0.072,27,55,0.9962,3.31,0.63,11,1,1428
7.9,0.18,0.4,2.2,0.049,38,67,0.996,3.33,0.93,11.3,1,1429
7.4,0.41,0.24,1.8,0.066,18,47,0.9956,3.37,0.62,10.4,1,1430
7.6,0.43,0.31,2.1,0.069,13,74,0.9958,3.26,0.54,9.9,2,1431
6.1,0.4,0.16,1.8,0.069,11,25,0.9955,3.42,0.74,10.1,3,1433
10.2,0.54,0.37,15.4,0.214,55,95,1.00369,3.18,0.77,9,2,1434
10,0.38,0.38,1.6,0.169,27,90,0.99914,3.15,0.65,8.5,1,1436
6.8,0.915,0.29,4.8,0.07,15,39,0.99577,3.53,0.54,11.1,1,1437
7,0.59,0,1.7,0.052,3,8,0.996,3.41,0.47,10.3,1,1438
7.3,0.67,0.02,2.2,0.072,31,92,0.99566,3.32,0.68,11.0666666666667,2,1439
6.9,0.58,0.2,1.75,0.058,8,22,0.99322,3.38,0.49,11.7,1,1443
7.4,0.785,0.19,5.2,0.094,19,98,0.99713,3.16,0.52,9.6,2,1445
6.8,0.67,0,1.9,0.08,22,39,0.99701,3.4,0.74,9.7,1,1447
7.2,0.38,0.31,2,0.056,15,29,0.99472,3.23,0.76,11.3,4,1449
7.2,0.37,0.32,2,0.062,15,28,0.9947,3.23,0.73,11.3,3,1450
7.8,0.32,0.44,2.7,0.104,8,17,0.99732,3.33,0.78,11,3,1451
6.6,0.58,0.02,2,0.062,37,53,0.99374,3.35,0.76,11.6,3,1452
11.7,0.45,0.63,2.2,0.073,7,23,0.99974,3.21,0.69,10.9,2,1454
6.5,0.9,0,1.6,0.052,9,17,0.99467,3.5,0.63,10.9,2,1455
7.6,0.49,0.33,1.9,0.074,27,85,0.99706,3.41,0.58,9,1,1457
8.4,0.29,0.4,1.7,0.067,8,20,0.99603,3.39,0.6,10.5,1,1458
7.9,0.2,0.35,1.7,0.054,7,15,0.99458,3.32,0.8,11.9,3,1459
6.4,0.42,0.09,2.3,0.054,34,64,0.99724,3.41,0.68,10.4,2,1460
6.2,0.785,0,2.1,0.06,6,13,0.99664,3.59,0.61,10,0,1461
6.9,0.63,0.01,2.4,0.076,14,39,0.99522,3.34,0.53,10.8,2,1463
6.8,0.59,0.1,1.7,0.063,34,53,0.9958,3.41,0.67,9.7,1,1464
7.3,0.48,0.32,2.1,0.062,31,54,0.99728,3.3,0.65,10,3,1466
6.7,1.04,0.08,2.3,0.067,19,32,0.99648,3.52,0.57,11,0,1467
7.3,0.48,0.32,2.1,0.062,31,54,0.99728,3.3,0.65,10,3,1468
10,0.69,0.11,1.4,0.084,8,24,0.99578,2.88,0.47,9.7,1,1470
6.7,0.7,0.08,3.75,0.067,8,16,0.99334,3.43,0.52,12.6,1,1471
7.6,0.35,0.6,2.6,0.073,23,44,0.99656,3.38,0.79,11.1,2,1472
6.1,0.6,0.08,1.8,0.071,14,45,0.99336,3.38,0.54,11,1,1473
9.9,0.5,0.5,13.8,0.205,48,82,1.00242,3.16,0.75,8.8,1,1474
5.3,0.47,0.11,2.2,0.048,16,89,0.99182,3.54,0.88,13.5666666666667,3,1475
9.9,0.5,0.5,13.8,0.205,48,82,1.00242,3.16,0.75,8.8,1,1476
5.3,0.47,0.11,2.2,0.048,16,89,0.99182,3.54,0.88,13.6,3,1477
8.2,0.28,0.6,3,0.104,10,22,0.99828,3.39,0.68,10.6,1,1479
5.6,0.62,0.03,1.5,0.08,6,13,0.99498,3.66,0.62,10.1,0,1480
8.2,0.28,0.6,3,0.104,10,22,0.99828,3.39,0.68,10.6,1,1481
8.1,0.33,0.44,1.5,0.042,6,12,0.99542,3.35,0.61,10.7,1,1483
7,0.655,0.16,2.1,0.074,8,25,0.99606,3.37,0.55,9.7,1,1485
6.8,0.68,0.21,2.1,0.07,9,23,0.99546,3.38,0.6,10.3,1,1486
6,0.64,0.05,1.9,0.066,9,17,0.99496,3.52,0.78,10.6,1,1487
5.6,0.54,0.04,1.7,0.049,5,13,0.9942,3.72,0.58,11.4,1,1488
7.1,0.22,0.49,1.8,0.039,8,18,0.99344,3.39,0.56,12.4,2,1490
6.2,0.65,0.06,1.6,0.05,6,18,0.99348,3.57,0.54,11.95,1,1492
7.7,0.54,0.26,1.9,0.089,23,147,0.99636,3.26,0.59,9.7,1,1493
6.4,0.31,0.09,1.4,0.066,15,28,0.99459,3.42,0.7,10,3,1494
7,0.43,0.02,1.9,0.08,15,28,0.99492,3.35,0.81,10.6,2,1495
6.9,0.74,0.03,2.3,0.054,7,16,0.99508,3.45,0.63,11.5,2,1497
6.9,0.74,0.03,2.3,0.054,7,16,0.99508,3.45,0.63,11.5,2,1499
7.8,0.82,0.29,4.3,0.083,21,64,0.99642,3.16,0.53,9.4,1,1501
6.2,0.44,0.39,2.5,0.077,6,14,0.99555,3.51,0.69,11,2,1503
7.5,0.38,0.57,2.3,0.106,5,12,0.99605,3.36,0.55,11.4,2,1504
6.8,0.81,0.05,2,0.07,6,14,0.99562,3.51,0.66,10.8,2,1506
7.5,0.38,0.57,2.3,0.106,5,12,0.99605,3.36,0.55,11.4,2,1507
7.1,0.27,0.6,2.1,0.074,17,25,0.99814,3.38,0.72,10.6,2,1508
7.9,0.18,0.4,1.8,0.062,7,20,0.9941,3.28,0.7,11.1,1,1509
6.4,0.36,0.21,2.2,0.047,26,48,0.99661,3.47,0.77,9.7,2,1510
7.1,0.69,0.04,2.1,0.068,19,27,0.99712,3.44,0.67,9.8,1,1511
6.9,0.84,0.21,4.1,0.074,16,65,0.99842,3.53,0.72,9.23333333333333,2,1514
6.9,0.84,0.21,4.1,0.074,16,65,0.99842,3.53,0.72,9.25,2,1515
6.5,0.53,0.06,2,0.063,29,44,0.99489,3.38,0.83,10.3,2,1517
7.4,0.47,0.46,2.2,0.114,7,20,0.99647,3.32,0.63,10.5,1,1518
6.6,0.7,0.08,2.6,0.106,14,27,0.99665,3.44,0.58,10.2,1,1519
6.1,0.32,0.25,2.3,0.071,23,58,0.99633,3.42,0.97,10.6,1,1522
6.8,0.48,0.25,2,0.076,29,61,0.9953,3.34,0.6,10.4,1,1523
6.7,0.48,0.08,2.1,0.064,18,34,0.99552,3.33,0.64,9.7,1,1525
6.8,0.47,0.08,2.2,0.064,18,38,0.99553,3.3,0.65,9.6,2,1526
7.9,0.29,0.49,2.2,0.096,21,59,0.99714,3.31,0.67,10.1,2,1528
7.1,0.69,0.08,2.1,0.063,42,52,0.99608,3.42,0.6,10.2,2,1529
6.6,0.44,0.09,2.2,0.063,9,18,0.99444,3.42,0.69,11.3,2,1530
6.1,0.705,0.1,2.8,0.081,13,28,0.99631,3.6,0.66,10.2,1,1531
7.2,0.53,0.13,2,0.058,18,22,0.99573,3.21,0.68,9.9,2,1532
8,0.39,0.3,1.9,0.074,32,84,0.99717,3.39,0.61,9,1,1533
6.6,0.56,0.14,2.4,0.064,13,29,0.99397,3.42,0.62,11.7,3,1534
7,0.55,0.13,2.2,0.075,15,35,0.9959,3.36,0.59,9.7,2,1535
6.2,0.64,0.09,2.5,0.081,15,26,0.99538,3.57,0.63,12,1,1538
6.2,0.52,0.08,4.4,0.071,11,32,0.99646,3.56,0.63,11.6,2,1540
8.4,0.37,0.43,2.3,0.063,12,19,0.9955,3.17,0.81,11.2,3,1544
6.5,0.63,0.33,1.8,0.059,16,28,0.99531,3.36,0.64,10.1,2,1545
7,0.57,0.02,2,0.072,17,26,0.99575,3.36,0.61,10.2,1,1546
11.2,0.4,0.5,2,0.099,19,50,0.99783,3.1,0.58,10.4,1,1548
7.4,0.36,0.3,1.8,0.074,17,24,0.99419,3.24,0.7,11.4,4,1549
7.1,0.67,0,2.3,0.083,18,27,0.99768,3.44,0.54,9.4,1,1551
6.3,0.68,0.01,3.7,0.103,32,54,0.99586,3.51,0.66,11.3,2,1552
7.3,0.735,0,2.2,0.08,18,28,0.99765,3.41,0.6,9.4,1,1553
7,0.56,0.17,1.7,0.065,15,24,0.99514,3.44,0.68,10.55,3,1555
6.6,0.88,0.04,2.2,0.066,12,20,0.99636,3.53,0.56,9.9,1,1556
6.6,0.855,0.02,2.4,0.062,15,23,0.99627,3.54,0.6,11,2,1557
6.9,0.63,0.33,6.7,0.235,66,115,0.99787,3.22,0.56,9.5,1,1558
7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9,1,1559
7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9,1,1560
7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9,1,1561
7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,1,1562
7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,1,1563
6.7,0.67,0.02,1.9,0.061,26,42,0.99489,3.39,0.82,10.9,2,1565
6.7,0.16,0.64,2.1,0.059,24,52,0.99494,3.34,0.71,11.2,2,1566
7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,1,1567
7,0.56,0.13,1.6,0.077,25,42,0.99629,3.34,0.59,9.2,1,1568
6.2,0.51,0.14,1.9,0.056,15,34,0.99396,3.48,0.57,11.5,2,1569
6.4,0.36,0.53,2.2,0.23,19,35,0.9934,3.37,0.93,12.4,2,1570
6.4,0.38,0.14,2.2,0.038,15,25,0.99514,3.44,0.65,11.1,2,1571
7.3,0.69,0.32,2.2,0.069,35,104,0.99632,3.33,0.51,9.5,1,1572
6,0.58,0.2,2.4,0.075,15,50,0.99467,3.58,0.67,12.5,2,1573
7.5,0.52,0.4,2.2,0.06,12,20,0.99474,3.26,0.64,11.8,2,1575
8,0.3,0.63,1.6,0.081,16,29,0.99588,3.3,0.78,10.8,2,1576
6.2,0.7,0.15,5.1,0.076,13,27,0.99622,3.54,0.6,11.9,2,1577
6.8,0.67,0.15,1.8,0.118,13,20,0.9954,3.42,0.67,11.3,2,1578
7.4,0.35,0.33,2.4,0.068,9,26,0.9947,3.36,0.6,11.9,2,1580
6.1,0.715,0.1,2.6,0.053,13,27,0.99362,3.57,0.5,11.9,1,1582
6.2,0.46,0.29,2.1,0.074,32,98,0.99578,3.33,0.62,9.8,1,1583
6.7,0.32,0.44,2.4,0.061,24,34,0.99484,3.29,0.8,11.6,3,1584
7.5,0.31,0.41,2.4,0.065,34,60,0.99492,3.34,0.85,11.4,2,1586
5.8,0.61,0.11,1.8,0.066,18,28,0.99483,3.55,0.66,10.9,2,1587
6.3,0.55,0.15,1.8,0.077,26,35,0.99314,3.32,0.82,11.6,2,1590
5.4,0.74,0.09,1.7,0.089,16,26,0.99402,3.67,0.56,11.6,2,1591
6.3,0.51,0.13,2.3,0.076,29,40,0.99574,3.42,0.75,11,2,1592
6.8,0.62,0.08,1.9,0.068,28,38,0.99651,3.42,0.82,9.5,2,1593
6.2,0.6,0.08,2,0.09,32,44,0.9949,3.45,0.58,10.5,1,1594
5.9,0.55,0.1,2.2,0.062,39,51,0.99512,3.52,0.76,11.2,2,1595
5.9,0.645,0.12,2,0.075,32,44,0.99547,3.57,0.71,10.2,1,1597
